text	label
Why size of lucene index increased if i index the same data?	hibernate
Can 2 or more equations defining a function in Haskell share the same where / let block?	haskell
break whenever a file (or class) is entered	visual-studio
Drupal theme() problem	drupal
[Probably something stupid] Can't create trigger using SQLPlus in Oracle	oracle
Optimising a SELECT query that runs slow on Oracle which runs quickly on SQL Server	oracle
Oracle optional relationship	oracle
Code to have Wordpress display a monthly archive?	wordpress
Is scala.net production ready?	scala
Is it possible to run OSX in a virtual machine?	osx
how to insert record in join table of many to many  hibernate annotation	hibernate
"""How to make a """"recent seen pages"""" for user registered in wordpress"""	wordpress
Wordpress theme not displaying when activated on production server, but will display on development environment	wordpress
Visual Studio Context Menu Shortcut	visual-studio
City selection on UberCart checkout menu?	drupal
Wordpress Mobile Version	wordpress
Is it recommended practice to use uniform extent sizes in Oracle tablespaces?	oracle
GHCi error: Not in scope	haskell
Turn this recursive haskell function into a map call	haskell
Haskell pair and unpair functions	haskell
how can i get category detail on shipping.php page in magento	magento
Wordpress permalinks problem	wordpress
How to iterate over arguments in bash script	bash
Using mod_rewrite with mod_vhost_alias	apache
Which SharePoint 2007 features are not available to Office 2003 users?	sharepoint
Scalaz: request for use case	scala
type depence in Haskell	haskell
remove whitespace from bash variable	bash
Google analtyics is showing hundreds of 404s resulting from a null url	magento
SSLVerifyClient not asking for certificate	apache
how to scp across servers using bash?	bash
Why can't I debug?	visual-studio
Qt linguist & google translate	qt
"""How do I avoid """"svn: Out of Date:"""" problems?"""	svn
Wordpress : display all articles of a month on one page	wordpress
Scala: What is the difference between while(true) and loop?	scala
Is it safe to commit more files as a pre-commit hook	svn
Subversion asks for incorrect user	svn
Help Recommend Qt Opensource Project	qt
SharePoint: What is the max size of the multi line text field? Can I set it?	sharepoint
Best way to Learn Spring Framework	spring
How to export a part of SVN repository with dependencies?	svn
Spring web application: executing common code before entering RequestMapping in controller	spring
Passing arrays as parameters in bash	bash
Why do my Wordpress comments have the wrong date?	wordpress
Retrieve auto-detected hibernate dialect	hibernate
Best way to migrate from VSS to Subversion?	svn
Spring JPA and persistence.xml	spring
insert in the head tag after wp_head	wordpress
Magento frontend and backend page looks different	magento
About Spring BeanFactory	spring
Grabbing every 4th file	bash
How could I use the QColorDialog widget inside another widget not as a separate dialog?	qt
How to view error messages from ruby CGI app on remote server?	apache
Search and sort data from several files	bash
"""SharePoint """"Group By"""" is broken when using """"Allow Multiple Values"""" for a column"""	sharepoint
Spring Web Flow form binding	spring
Get log details for a specific revision number in a post-commit hook with SharpSVN?	svn
writing video from webcam using opencv	osx
Magento Developers: Is Magento really -that- good?	magento
Parse file upload directly without writing to the file system	apache
Svn full dump (moving servers)	svn
Enabling italics in vim syntax highlighting for mac terminal	osx
In Scala, what is the difference between using the `_` and using a named identifier?	scala
Magento - Create new user returns SQLSTATE[HY000] [2002] Can't connect to local MySQL server through socket '/var/lib/mysql/mysql.sock' Help?	magento
On QT widgets like DoubleSpinBox or ComboBox, how do i have custom right click menu	qt
How does one tell if there is an active network connection on OS X?	osx
print query string in hibernate with parameter values	hibernate
Access to QTabBar instance	qt
Qt QPlainTextEdit background	qt
Magento : call a variable from customerâs shipping address in Onepage checkout, step 3 shipping method	magento
Can I have a collection of IUserType instances?	hibernate
SharePoint error relating to page layout after creating site from template	sharepoint
MaxValue Partition Name	oracle
How do I convert a variable to a string?	haskell
apache mod_proxy_html on Ubuntu ProxyHTMLEnable not working	apache
How to pass an array parameter in TOAD	oracle
using the search box causes get_posts() malfunction	wordpress
How do I compile an ASP.NET website into a single .DLL?	visual-studio
Sharepoint SSL Web.Config access issue.	sharepoint
In Visual Studio can i plot my variable in breakpoint ?	visual-studio
Get page content with theme structure in Wordpress	wordpress
override save and load of an attribute in magento	magento
Can I programaticaly replace one webpart with another in Sharepoint?	sharepoint
How can I add rating information to a review	magento
Can optimizations affect the ability to debug a VC++ app using its PDB?	visual-studio
Tips and tricks for working with Microsoft Visual Studio solutions and project	visual-studio
Qt: New student to Qt questions	qt
What software to use for virtual machine for Windows development?	osx
P tag is not displayed in html editor for Wordpress	wordpress
Self-modify the classpath within a Scala script?	scala
Custom File Filter Upload	drupal
SVN and Visual Foxpro Databases	svn
parsing a line in bash	bash
Adding Event to YUI Rich Text Editor	drupal
Using Hibernate Validator with JPA and Spring	hibernate
Current user in Magento?	magento
Mapping a Natural Key with Hibernate Annotations	hibernate
explain largestDivisible code from the Learn You A Haskell for Great Good tutorial	haskell
mangento in postgres or oracle database ?	magento
How would you migrate hundreds of MS Access databases to a central service?	oracle
"""Mapping Hibernate """"Custom"""" Subclasses"""	hibernate
Use Spring annotations to automatically apply Hibernate Interceptor?	spring
Hibernate 2nd lvl cache	hibernate
Does the order of cases matter in PHP switch statements?	drupal
Why Spring Framework ?	spring
how can i move the cursor in insert mode in viemu (w/o using the arrow keys)?	visual-studio
Oracle correlated subquery in FROM list	oracle
How do you make eclipse use an existing svn working copy?	svn
NHibernate one-to-many relationship lazy loading when already loaded	hibernate
Continuous Integration	visual-studio
VS2008 Solution Template	visual-studio
How to display a list of wordpress authors in a dropdown, with a link to the author template?	wordpress
magento newsletter not posting	magento
Adjust Sharepoint URL field length	sharepoint
Gems not found with Passenger in conservative spawn mode on Mac OS X	osx
Output of sub-processes in DOS batch script not visible in Apache	apache
Fix Size of Login Box in Drupal Theme	drupal
Drupal: displaying a language switcher only when the content is translated	drupal
lazyinializationexception with transactional annotation in messageconvert	spring
Changing a column in oracle that has a foreign key constraint	oracle
"""nested CPS """"reset"""""""	scala
PyQt custom widget in c++	qt
Qt: Square constraint on window resize	qt
Scala Actors suspends unexpected when connecting to a database	scala
Adding fields to the List Forms - Sharepoint	sharepoint
How to set an svn repository path to a server path?	svn
Qt: QImage always saves transparent color as black.	qt
In Scala, why can't I partially apply a function without explicitly specifying its argument types?	scala
Editable content area for user with restricted access	wordpress
Scala: String Chomp	scala
Closed state of QDockWidgets not restored by restoreDockWidget?	qt
Is there any difference between Spring and Spring.net?	spring
Can two different wordpress blogs on the same server use a common theme folder?	wordpress
What is the easiest way to have a local LAMP installation for web development on mac OS X ?	osx
add custom field to subscribtion module in Magento	magento
Scala Tuple Deconstruction	scala
Invoke Haskell function with heterogeneous arguments?	haskell
Visual Studio (2008) mixed mode project depencies. C-sharp project depends on C++ dll, but C++ dll is not getting re-built	visual-studio
Noob Question: Wordpress Looping	wordpress
List all files changed by a particular user in subversion	svn
Using jQuery Plugins with Wordpress	wordpress
Drupal - Customize a create content form for a certain content type	drupal
What are replacement and new practices from sh to Bash?	bash
QWebView not loading external CSS	qt
What type of scope does Haskell use?	haskell
Magento : Getting Attribute Code	magento
Wordpress Not Publishing Posts To Custom Template	wordpress
Using Oracle Database Migration Verifier	oracle
Can't read variable that was stored from within a while loop, when out of the while loop.	bash
Oracle TNS names not showing when adding new connection to sqldeveloper	oracle
Installed git on OS X; What should I add to my PATH?	osx
Epoch Time (Ticks since 1970) - Mac vs. Windows	osx
RewriteRule checking file in rewriten file path exists.	apache
How do I go about using Microsoft Access (2003/2007) to interface with an Oracle (10g) DB to produce reports?	oracle
magento insert product list for category 18 under cart	magento
How do you overide a class that is called by another class with parent::method	magento
Sharepoint web part stops working because of Resources.en-US.resx file	sharepoint
Add link to calendar page in Drupal	drupal
Qt widget disobeys drop in Windows	qt
Easily Creating Dynamic Form/Controls Within Qt	qt
in Spring.config, can I define object of type string?	spring
Haskell audio output on OS X?	haskell
Running Magento for multiple clients Single Installaton Vs Multuiple installation	magento
Implement a method using a function value in Scala	scala
Continuing Inserts in Oracle when exception is raised	oracle
Qt + VTK + Cmake	qt
What's the status of multicore programming in Haskell?	haskell
Upload document to specific folder in a SharePoint Document library using WebClient	sharepoint
Is there an svn command to remove files from the client only?	svn
How do I adjust the Wordpress URL handling to ignore certain directories?	wordpress
Does it worth switching from Visual Studio 2005 to Visual Studio 2008 ?	visual-studio
Best reflection of extract-interface refactoring in subversion	svn
Drupal Multi-language: Simple strings not translated	drupal
MySQL Install: ERROR: Failed to build gem native extension.	osx
wordpress conditional statements	wordpress
How can I stop PHP notices from appearing in wordpress?	wordpress
More simple math help in bash!	bash
Will an svn:external subdirectory sync with its HEAD revision upon every 'svn update' to the parent working copy?	svn
How do I include parameters in a bash alias?	bash
trait implementation	scala
Changing SharePoint Site Collection Title	sharepoint
Drupal and Ubercart - Add order that customer can pay for online? Bill customer's order without having them manually put it in their cart?	drupal
What rendering API does Qt use on Windows?	qt
When to exploit type inference in Haskell?	haskell
How do I get output to show up in the Messages pane of the Error List for Visual Studio 2005?	visual-studio
Evaluation of Haskell Statements/Expressions using GHC API	haskell
compare string contents in haskell	haskell
Can svn:externals be used while ignoring externals for that URL?	svn
How do I forward parameters to other command in bash script?	bash
drupal how to limit the display results  of the calendar view	drupal
"""svn changelists: how to limit operations to """"default"""" changelist?"""	svn
How to ask bash to wait for a result and send a SIGKILL when it get it ?	bash
developing a osx deamon that runs before user login using xcode.	osx
How to encode special characters using mod_rewrite & Apache?	apache
How to intercept ALL signals emitted by a given event in QT?	qt
Which hibernate adapter should I use to handle Lazy Initialization in BlazeDS / Spring integration projects with Flex?	spring
Commit changed files, added new files and omit some files to an external server in Subversion on Linux / Ubuntu	svn
What font do xterms (X11) use on max osx and how can I use it in terminal or aquamacs emacs or other applications?	osx
How to curry a function in Scala	scala
Linking error: Undefined Symbols, lots of them (cpp cross compiling)	osx
Hooking user registration in Drupal	drupal
Mac client can't resolve Windows Home Server name	osx
Spring ApplicationContext Bean Scope	spring
Magento search not returning expected results	magento
Search Center on SharePoint Publishing site	sharepoint
Dependency Injection mechanism	spring
programmatically create a spring context	spring
CMS for SharePoint	sharepoint
Oracle: how to add a text node into an existing element	oracle
Is there a way to optimise this program in Haskell?	haskell
"""[VS] How do I add Debug Breakpoints to lines displayed in a """"Find Results"""" window"""	visual-studio
How to relate between two classes with mongodb and spring?	spring
How to select a subset of rows of a QTableView that match certain criteria?	qt
Running Visual Studio in Parallels for mac - problem with debugging sites lying in os x	osx
Do organizations ever use SharePoint on a port other than 80?	sharepoint
Magento CMS page (or block) mass import	magento
SVN - Project in multiple solutions	svn
Calling custom PHP inside Drupal	drupal
Where is the code for the function under c in Screen's copy-mode?	osx
is magento overkill for a one-man webshop?	magento
How do I  install and use wordpress.org  GeSHi syntaxhighlighter	wordpress
Scala: Exposing a JDBC ResultSet through a generator (iterable)	scala
How I can disable the second-level cache of some certain entities in Hibernate with changing annotations	hibernate
Visual Studio, MS Build	visual-studio
PortalSiteMapProvider causing excessive SPRequest objects	sharepoint
View Reduction Steps in Haskell	haskell
How can I suppress the output due to a SIGSEGV or a SIGFPE in a Fortran 90 program?	bash
Comparing Mac's and Unix manuals?	osx
Simple rewrite rule for a nginx + apache2 with mod_wsgi	apache
SVN marks entire files as conflicted	svn
How do I set the execuable attributes with qmake for a c++ project?	qt
Is it possible to add a method to a built-in type in Scala?	scala
Using Scala Actors to create sth like a Pipeline	scala
Why is WordPress considered to be poorly programmed?	wordpress
Advanced search with Drupal (Views and CCK)	drupal
What are the precise rules for when you can omit parenthesis, dots, braces, = (functions) etc?	scala
OSX Security Framework NameAndPassword sample application	osx
How can I get the max of an arbitrary property from a list in Scala?	scala
Is there syntactic sugar for binding a value inside an anonymous function in Scala?	scala
i inserted a search field into wordpress and it wont show.	wordpress
How to mix binding (<-) and assignment (let) in one line? (in Haskell)	haskell
Get all Comment ID's within a Drupal node	drupal
"""""""Click to execute"""" in Mac OS X"""	osx
Can't make hibernate stop showing SQL using Spring JPA Vendor Adapter	spring
scalar subquery in if statement Condition in PL/SQL	oracle
What are my IDE/Editor choices for Haskell?	haskell
Hibernate/JPA - annotating bean methods vs fields	hibernate
GADTs and Scrap your Boilerplate	haskell
Can you modify text files when committing to subversion?	svn
Haskell Convert Byte String To UTC Time	haskell
Custom SharePoint List View - can I put it in a feature (WSP)?	sharepoint
Spring and view resolvers	spring
MAC OSX, which version of MySQL should I download?	osx
help with selecting rows using awk	bash
Intermittent Problems loading type	sharepoint
How can you automaticly insert a namespace for a Visual Studios snippet?	visual-studio
how to remove command line color highlighting of Vista Samba shared directories in Ubuntu?	bash
How do I get the values of #define-d constants?	haskell
Getting the NT-ID of a user in SharePoint	sharepoint
Contextual code generation in Visual C# 2008?	visual-studio
Haskell cabal+hsc2hs	haskell
"""Why would """"/id"""" as a HTTP GET parameter would be a security breach ?"""	apache
Make SVN directory locally read-only	svn
How to Run a workflow on an item inserted by an anonymous user	sharepoint
How to display configurable product in each color in product listing?	magento
How can I set the schema name used by hibernate entities at query time?	hibernate
How to wait in bash for several subprocesses to finish and return exit code !=0 when any subprocess ends with code !=0 ?	bash
Where is the debug class path in netbeans / where does the spring config XML file go?	spring
Using Sub-Types And Return Types in Scala to Process a Generic Object Into a Specific One	scala
GHC + wxHaskell on Windows	haskell
Problems using git diff to create file list for deploy	bash
Why does authorization fail when I commit to svn using VisualSVN?	svn
SVN Diff Export	svn
Processing messages concurrently in an Actor	scala
Bash - Remove non-word characters from a file but keep newlines?	bash
Massive URL Change	apache
Is is possible to populate a SharePoint list from an Excel sheet?	sharepoint
Applying a function to a tuple in Scala	scala
Cannot connect to svn server (svnserve)	osx
Oracle 11g Cold Restore?	oracle
Hibernate HQL: two levels of joins	hibernate
How do I use constants in haskell, to avoid magic numbers ?	haskell
Where are project level imports stored in Visual Studio 2008?	visual-studio
Level-order in Haskell	haskell
"""What is/are the Scala way(s) to implement this Java """"byte[] to Hex"""" class"""	scala
Hibernate: More than one relationship using the same join column	hibernate
How do you define an @interface in Scala?	scala
